filename, jobs, machines, algo, seed, exec_time, result, lambda, dsize, max_time
./instances/50_20_17, 50, 20, iga, 375139, 11879, 649627, 2, 8, 300000
./instances/50_20_18, 50, 20, iga, 807127, 8080, 634903, 2, 6, 300000
./instances/50_20_18, 50, 20, iga, 807127, 12241, 635026, 2, 8, 300000
./instances/50_20_19, 50, 20, iga, 268164, 10046, 468562, 2, 6, 300000
./instances/50_20_19, 50, 20, iga, 268164, 31987, 468650, 2, 8, 300000
./instances/50_20_20, 50, 20, iga, 244753, 13552, 572515, 2, 6, 300000
./instances/50_20_20, 50, 20, iga, 244753, 26148, 572236, 2, 8, 300000
./instances/50_20_21, 50, 20, iga, 500724, 17174, 626938, 3, 6, 300000
./instances/50_20_21, 50, 20, iga, 500724, 14732, 625089, 2, 8, 300000
./instances/50_20_22, 50, 20, iga, 408904, 15066, 645916, 2, 6, 300000
./instances/50_20_22, 50, 20, iga, 408904, 27323, 647892, 2, 8, 300000
./instances/50_20_23, 50, 20, iga, 296590, 29308, 604441, 2, 6, 300000
./instances/50_20_23, 50, 20, iga, 296590, 9650, 609066, 2, 8, 300000
./instances/50_20_24, 50, 20, iga, 159652, 9054, 555838, 2, 6, 300000
./instances/50_20_24, 50, 20, iga, 159652, 7345, 557517, 2, 8, 300000
./instances/50_20_25, 50, 20, iga, 287921, 19537, 592757, 2, 6, 300000
./instances/50_20_25, 50, 20, iga, 287921, 10696, 593227, 2, 8, 300000
./instances/50_20_26, 50, 20, iga, 448360, 10897, 606725, 2, 6, 300000
./instances/50_20_26, 50, 20, iga, 448360, 11269, 604462, 2, 8, 300000
./instances/50_20_27, 50, 20, iga, 1485, 15166, 568943, 2, 6, 300000
./instances/50_20_27, 50, 20, iga, 1485, 8776, 567562, 2, 8, 300000
./instances/50_20_28, 50, 20, iga, 510816, 8954, 551639, 2, 6, 300000
./instances/50_20_28, 50, 20, iga, 510816, 10598, 552450, 2, 8, 300000
./instances/50_20_29, 50, 20, iga, 754271, 10511, 550513, 2, 6, 300000
./instances/50_20_29, 50, 20, iga, 754271, 8557, 554439, 2, 8, 300000
./instances/50_20_30, 50, 20, iga, 995415, 18117, 512010, 2, 6, 300000
./instances/50_20_30, 50, 20, iga, 995415, 9087, 512362, 2, 8, 300000
./instances/100_20_01, 100, 20, iga, 893742, 394923, 1807760, 2, 8, 5000000
./instances/100_20_02, 100, 20, iga, 506010, 341317, 1824008, 2, 8, 5000000
./instances/100_20_03, 100, 20, iga, 839006, 119689, 1698522, 2, 8, 5000000
./instances/100_20_04, 100, 20, iga, 709918, 540212, 1953701, 2, 8, 5000000
./instances/100_20_05, 100, 20, iga, 220426, 288946, 1548014, 2, 8, 5000000
./instances/100_20_06, 100, 20, iga, 693076, 227944, 1675884, 2, 8, 5000000
./instances/100_20_07, 100, 20, iga, 691403, 134986, 1795074, 2, 8, 5000000
./instances/100_20_08, 100, 20, iga, 445097, 365683, 1773017, 2, 8, 5000000
./instances/100_20_09, 100, 20, iga, 751693, 286803, 1863088, 2, 8, 5000000
./instances/100_20_10, 100, 20, iga, 589333, 341578, 1682351, 2, 8, 5000000
./instances/100_20_11, 100, 20, iga, 460675, 442044, 1829018, 2, 8, 5000000
./instances/100_20_12, 100, 20, iga, 464625, 1515362, 1719462, 2, 8, 5000000
./instances/100_20_13, 100, 20, iga, 315334, 500379, 1730626, 2, 8, 5000000
./instances/100_20_14, 100, 20, iga, 138160, 271351, 1732290, 2, 8, 5000000
./instances/100_20_15, 100, 20, iga, 666696, 482631, 1474810, 2, 8, 5000000
./instances/100_20_16, 100, 20, iga, 515969, 365832, 1872244, 2, 8, 5000000
./instances/100_20_17, 100, 20, iga, 367782, 290404, 1781129, 2, 8, 5000000
./instances/100_20_18, 100, 20, iga, 752806, 269662, 1843505, 2, 8, 5000000
./instances/100_20_19, 100, 20, iga, 344526, 515240, 1690318, 2, 8, 5000000
./instances/100_20_20, 100, 20, iga, 298685, 323254, 1811724, 2, 8, 5000000
./instances/100_20_21, 100, 20, iga, 238447, 201762, 1724147, 2, 8, 5000000
./instances/100_20_22, 100, 20, iga, 970732, 244520, 1761056, 2, 8, 5000000
./instances/100_20_23, 100, 20, iga, 232719, 296518, 1800500, 2, 8, 5000000
./instances/100_20_24, 100, 20, iga, 387207, 261363, 1710736, 2, 8, 5000000
./instances/100_20_25, 100, 20, iga, 276895, 354325, 1736813, 2, 8, 5000000
./instances/100_20_26, 100, 20, iga, 672534, 401296, 1575378, 2, 8, 5000000
./instances/100_20_27, 100, 20, iga, 481683, 241492, 1884232, 2, 8, 5000000
./instances/100_20_28, 100, 20, iga, 216769, 130561, 1763257, 2, 8, 5000000
./instances/100_20_29, 100, 20, iga, 518020, 226994, 2019966, 2, 8, 5000000
./instances/100_20_30, 100, 20, iga, 511468, 197248, 1791560, 2, 8, 5000000

./instances/50_20_01, 50, 20, iga, 571548, 94903, 599976, 2, 8, 3000000
./instances/50_20_02, 50, 20, iga, 738816, 139890, 628563, 2, 8, 3000000
./instances/50_20_03, 50, 20, iga, 424401, 77371, 592188, 2, 8, 3000000
./instances/50_20_04, 50, 20, iga, 677302, 153463, 668600, 2, 8, 3000000
./instances/50_20_05, 50, 20, iga, 296522, 68109, 657844, 2, 8, 3000000
./instances/50_20_01, 50, 20, iga, 568938, 78752, 599957, 2, 8, 3000000
./instances/50_20_02, 50, 20, iga, 920634, 110114, 626910, 2, 8, 3000000
./instances/50_20_03, 50, 20, iga, 640594, 106922, 597176, 2, 8, 3000000
./instances/50_20_04, 50, 20, iga, 56892, 194702, 667829, 2, 8, 3000000
./instances/50_20_05, 50, 20, iga, 252769, 190129, 660527, 2, 8, 3000000
./instances/50_20_01, 50, 20, iga, 992549, 167652, 598561, 2, 8, 3000000
./instances/50_20_02, 50, 20, iga, 466629, 221429, 625230, 2, 8, 3000000
./instances/50_20_03, 50, 20, iga, 830105, 65933, 593797, 2, 8, 3000000
./instances/50_20_04, 50, 20, iga, 394252, 154106, 670160, 2, 8, 3000000
./instances/50_20_05, 50, 20, iga, 751825, 2573420, 660194, 2, 8, 3000000
./instances/50_20_01, 50, 20, iga, 542882, 12556066, 602437, 2, 8, 3000000
./instances/50_20_02, 50, 20, iga, 785315, 1258723, 628462, 2, 8, 3000000
./instances/50_20_03, 50, 20, iga, 82000, 6741540, 597870, 2, 8, 3000000
./instances/50_20_04, 50, 20, iga, 708832, 3557630, 670411, 2, 8, 3000000
./instances/50_20_05, 50, 20, iga, 958071, 89407, 656437, 2, 8, 3000000
./instances/50_20_01, 50, 20, iga, 921075, 144485, 602027, 2, 8, 3000000
./instances/50_20_01, 50, 20, iga, 200812, 87826, 598006, 2, 8, 3000000
