filename, jobs, machines, algo, seed, exec_time, result, pop_size, xprob, mprob, wtype, mtype, max_time
./instances/50_20_29, 50, 20, gen, 963838, 22303, 552284, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_29, 50, 20, gen, 678721, 14836, 556968, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_29, 50, 20, gen, 661731, 16683, 554018, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_29, 50, 20, gen, 458562, 25156, 552288, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_29, 50, 20, gen, 344789, 18519, 555056, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_30, 50, 20, gen, 296750, 22516, 513571, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_30, 50, 20, gen, 223749, 16052, 516267, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_30, 50, 20, gen, 456327, 20119, 516234, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_30, 50, 20, gen, 169555, 15378, 516409, 20, 0.99, 0.05, uni, tr, 100000
./instances/50_20_30, 50, 20, gen, 865627, 20775, 515596, 20, 0.99, 0.05, uni, tr, 100000
