filename, number_of_jobs, number_of_machines, algorithm, use_best_improvement, initial_state, neighbour_function, random_seed, neighbour_vector, execution_time.ms, result
100_20_10, 100, 20, ii, 0, rz, t, 933017, tei, 11, 1736909
100_20_10, 100, 20, ii, 0, rz, e, 933017, tei, 3578, 1726517
100_20_10, 100, 20, ii, 0, rz, i, 933017, tei, 16792, 1696334
100_20_10, 100, 20, ii, 1, random, t, 933017, tei, 522, 2328223
100_20_10, 100, 20, ii, 1, random, e, 933017, tei, 25494, 1755106
100_20_10, 100, 20, ii, 1, random, i, 933017, tei, 59121, 1741149
100_20_10, 100, 20, ii, 1, rz, t, 933017, tei, 25, 1736909
100_20_10, 100, 20, ii, 1, rz, e, 933017, tei, 3364, 1723451
100_20_10, 100, 20, ii, 1, rz, i, 933017, tei, 14946, 1703455
100_20_11, 100, 20, ii, 0, random, t, 70352, tei, 604, 2498873
100_20_11, 100, 20, ii, 0, random, e, 70352, tei, 101576, 1838862
100_20_11, 100, 20, ii, 0, random, i, 70352, tei, 262628, 1845855
100_20_11, 100, 20, ii, 0, rz, t, 70352, tei, 34, 1911880
100_20_11, 100, 20, ii, 0, rz, e, 70352, tei, 5038, 1882893
100_20_11, 100, 20, ii, 0, rz, i, 70352, tei, 13210, 1864799
100_20_11, 100, 20, ii, 1, random, t, 70352, tei, 898, 2571606
100_20_11, 100, 20, ii, 1, random, e, 70352, tei, 30524, 1893786
100_20_11, 100, 20, ii, 1, random, i, 70352, tei, 64148, 1893655
100_20_11, 100, 20, ii, 1, rz, t, 70352, tei, 42, 1911880
100_20_11, 100, 20, ii, 1, rz, e, 70352, tei, 4036, 1896240
100_20_11, 100, 20, ii, 1, rz, i, 70352, tei, 12256, 1882134
100_20_12, 100, 20, ii, 0, random, t, 897768, tei, 911, 2457961
100_20_12, 100, 20, ii, 0, random, e, 897768, tei, 185083, 1724693
100_20_12, 100, 20, ii, 0, rz, t, 897768, tei, 96, 1770025
100_20_12, 100, 20, ii, 0, rz, e, 897768, tei, 11752, 1756371
100_20_12, 100, 20, ii, 0, rz, i, 897768, tei, 22082, 1741046
100_20_12, 100, 20, ii, 1, random, t, 897768, tei, 625, 2503306
100_20_12, 100, 20, ii, 1, random, e, 897768, tei, 35471, 1756877
100_20_12, 100, 20, ii, 1, random, i, 897768, tei, 62984, 1755060
100_20_12, 100, 20, ii, 1, rz, t, 897768, tei, 29, 1770025
100_20_12, 100, 20, ii, 1, rz, e, 897768, tei, 4463, 1757000
100_20_12, 100, 20, ii, 1, rz, i, 897768, tei, 18784, 1726634
100_20_13, 100, 20, ii, 0, random, t, 524915, tei, 360, 2389133
100_20_13, 100, 20, ii, 0, random, e, 524915, tei, 128273, 1735445
100_20_13, 100, 20, ii, 0, random, i, 524915, tei, 290929, 1754656
100_20_13, 100, 20, ii, 0, rz, t, 524915, tei, 58, 1790523
100_20_13, 100, 20, ii, 0, rz, e, 524915, tei, 11410, 1763317
100_20_13, 100, 20, ii, 0, rz, i, 524915, tei, 17002, 1755547
100_20_13, 100, 20, ii, 1, random, t, 524915, tei, 267, 2439883
100_20_13, 100, 20, ii, 1, random, e, 524915, tei, 22491, 1805662
100_20_13, 100, 20, ii, 1, random, i, 524915, tei, 72690, 1761904
100_20_13, 100, 20, ii, 1, rz, t, 524915, tei, 58, 1790523
100_20_13, 100, 20, ii, 1, rz, e, 524915, tei, 7051, 1767663
100_20_13, 100, 20, ii, 1, rz, i, 524915, tei, 18890, 1754358
100_20_14, 100, 20, ii, 0, random, t, 518961, tei, 470, 2252768
100_20_14, 100, 20, ii, 0, random, e, 518961, tei, 125380, 1749162
100_20_14, 100, 20, ii, 0, random, i, 518961, tei, 293327, 1735672
100_20_14, 100, 20, ii, 0, rz, t, 518961, tei, 31, 1786624
100_20_14, 100, 20, ii, 0, rz, e, 518961, tei, 8153, 1770530
100_20_14, 100, 20, ii, 0, rz, i, 518961, tei, 30749, 1739054
100_20_14, 100, 20, ii, 1, random, t, 518961, tei, 667, 2225987
100_20_14, 100, 20, ii, 1, random, e, 518961, tei, 28628, 1769981
100_20_14, 100, 20, ii, 1, random, i, 518961, tei, 57009, 1766628
100_20_14, 100, 20, ii, 1, rz, t, 518961, tei, 31, 1786624
100_20_14, 100, 20, ii, 1, rz, e, 518961, tei, 6456, 1768605
100_20_14, 100, 20, ii, 1, rz, i, 518961, tei, 12689, 1765016
100_20_15, 100, 20, ii, 0, random, t, 910326, tei, 676, 2071486
100_20_15, 100, 20, ii, 0, random, e, 910326, tei, 126507, 1474300
100_20_15, 100, 20, ii, 0, random, i, 910326, tei, 344161, 1483741
100_20_15, 100, 20, ii, 0, rz, t, 910326, tei, 23, 1513447
100_20_15, 100, 20, ii, 0, rz, e, 910326, tei, 4007, 1500577
100_20_15, 100, 20, ii, 0, rz, i, 910326, tei, 14058, 1481735
100_20_15, 100, 20, ii, 1, random, t, 910326, tei, 587, 2075227
100_20_15, 100, 20, ii, 1, random, e, 910326, tei, 27231, 1508264
100_20_15, 100, 20, ii, 1, random, i, 910326, tei, 61249, 1505599
100_20_15, 100, 20, ii, 1, rz, t, 910326, tei, 46, 1513447
100_20_15, 100, 20, ii, 1, rz, e, 910326, tei, 4988, 1503622
100_20_15, 100, 20, ii, 1, rz, i, 910326, tei, 12389, 1501537
100_20_16, 100, 20, ii, 0, random, t, 930880, tei, 828, 2468901
100_20_16, 100, 20, ii, 0, random, e, 930880, tei, 103111, 1886115
100_20_16, 100, 20, ii, 0, random, i, 930880, tei, 248515, 1887998
100_20_16, 100, 20, ii, 0, rz, t, 930880, tei, 39, 1931321
100_20_16, 100, 20, ii, 0, rz, e, 930880, tei, 11666, 1886855
100_20_16, 100, 20, ii, 0, rz, i, 930880, tei, 24621, 1887347
100_20_16, 100, 20, ii, 1, random, t, 930880, tei, 622, 2491989
100_20_16, 100, 20, ii, 1, random, e, 930880, tei, 28679, 1941398
100_20_16, 100, 20, ii, 1, random, i, 930880, tei, 63845, 1909369
100_20_16, 100, 20, ii, 1, rz, t, 930880, tei, 44, 1932581
100_20_16, 100, 20, ii, 1, rz, e, 930880, tei, 5614, 1914988
100_20_16, 100, 20, ii, 1, rz, i, 930880, tei, 25554, 1888359
100_20_17, 100, 20, ii, 0, random, t, 105478, tei, 515, 2640367
100_20_17, 100, 20, ii, 0, random, e, 105478, tei, 153347, 1811335
100_20_17, 100, 20, ii, 0, random, i, 105478, tei, 304031, 1802397
100_20_17, 100, 20, ii, 0, rz, t, 105478, tei, 24, 1857456
100_20_17, 100, 20, ii, 0, rz, e, 105478, tei, 8232, 1840702
100_20_17, 100, 20, ii, 0, rz, i, 105478, tei, 6834, 1828708
100_20_17, 100, 20, ii, 1, random, t, 105478, tei, 429, 2649130
100_20_17, 100, 20, ii, 1, random, e, 105478, tei, 19544, 1860627
100_20_17, 100, 20, ii, 1, random, i, 105478, tei, 58899, 1829956
100_20_17, 100, 20, ii, 1, rz, t, 105478, tei, 45, 1856652
100_20_17, 100, 20, ii, 1, rz, e, 105478, tei, 6810, 1813377
100_20_17, 100, 20, ii, 1, rz, i, 105478, tei, 11451, 1812047
100_20_18, 100, 20, ii, 0, random, t, 234909, tei, 334, 2596249
100_20_18, 100, 20, ii, 0, random, e, 234909, tei, 126309, 1849768
100_20_18, 100, 20, ii, 0, random, i, 234909, tei, 347115, 1845898
100_20_18, 100, 20, ii, 0, rz, t, 234909, tei, 34, 1917307
100_20_18, 100, 20, ii, 0, rz, e, 234909, tei, 3749, 1873291
100_20_18, 100, 20, ii, 0, rz, i, 234909, tei, 23988, 1854862
100_20_18, 100, 20, ii, 1, random, t, 234909, tei, 370, 2608104
100_20_18, 100, 20, ii, 1, random, e, 234909, tei, 30521, 1900913
100_20_18, 100, 20, ii, 1, random, i, 234909, tei, 70804, 1867500
100_20_18, 100, 20, ii, 1, rz, t, 234909, tei, 45, 1917358
100_20_18, 100, 20, ii, 1, rz, e, 234909, tei, 5639, 1896268
100_20_18, 100, 20, ii, 1, rz, i, 234909, tei, 17756, 1869216
100_20_19, 100, 20, ii, 0, random, t, 355975, tei, 745, 2260949
100_20_19, 100, 20, ii, 0, random, e, 355975, tei, 101667, 1694443
100_20_19, 100, 20, ii, 0, random, i, 355975, tei, 249451, 1697312
100_20_19, 100, 20, ii, 0, rz, t, 355975, tei, 37, 1757437
100_20_19, 100, 20, ii, 0, rz, e, 355975, tei, 8378, 1729046
100_20_19, 100, 20, ii, 0, rz, i, 355975, tei, 25811, 1710166
100_20_19, 100, 20, ii, 1, random, t, 355975, tei, 371, 2309158
100_20_19, 100, 20, ii, 1, random, e, 355975, tei, 22802, 1757000
100_20_19, 100, 20, ii, 1, random, i, 355975, tei, 46481, 1735514
100_20_19, 100, 20, ii, 1, rz, t, 355975, tei, 69, 1757760
100_20_19, 100, 20, ii, 1, rz, e, 355975, tei, 6635, 1746984
100_20_19, 100, 20, ii, 1, rz, i, 355975, tei, 11595, 1716630
100_20_20, 100, 20, ii, 0, random, t, 503290, tei, 409, 2472713
100_20_20, 100, 20, ii, 0, random, e, 503290, tei, 116050, 1819487
100_20_20, 100, 20, ii, 0, random, i, 503290, tei, 230042, 1838747
100_20_20, 100, 20, ii, 0, rz, t, 503290, tei, 17, 1874273
100_20_20, 100, 20, ii, 0, rz, e, 503290, tei, 4135, 1855337
100_20_20, 100, 20, ii, 0, rz, i, 503290, tei, 18100, 1843492
100_20_20, 100, 20, ii, 1, random, t, 503290, tei, 347, 2516463
100_20_20, 100, 20, ii, 1, random, e, 503290, tei, 22618, 1918414
100_20_20, 100, 20, ii, 1, random, i, 503290, tei, 52563, 1855553
100_20_20, 100, 20, ii, 1, rz, t, 503290, tei, 28, 1874273
100_20_20, 100, 20, ii, 1, rz, e, 503290, tei, 4252, 1853848
100_20_20, 100, 20, ii, 1, rz, i, 503290, tei, 11930, 1852163
100_20_21, 100, 20, ii, 0, random, t, 184871, tei, 451, 2405630
100_20_21, 100, 20, ii, 0, random, e, 184871, tei, 76539, 1759522
